date,hospital,blood_group,demand,units_collected,stock_on_hand,units_used,units_expired,units_expiring_soon,shortage,is_weekend,is_holiday,is_dengue_season,day_of_week,month,year,week_of_year
2023-10-15,Hospital_C,O_positive,23,22,636,23,2,79,0,1,0,1,6,10,2023,41
2023-10-16,Hospital_C,O_positive,29,20,627,29,0,50,0,0,0,1,0,10,2023,42
2023-10-17,Hospital_C,O_positive,21,21,619,21,8,21,0,0,0,1,1,10,2023,42
2023-10-18,Hospital_C,O_positive,15,18,622,15,0,6,0,0,0,1,2,10,2023,42
2023-10-19,Hospital_C,O_positive,28,21,609,28,6,0,0,0,0,1,3,10,2023,42
2023-10-20,Hospital_C,O_positive,21,25,613,21,0,0,0,0,0,1,4,10,2023,42
2023-10-21,Hospital_C,O_positive,34,36,615,34,0,0,0,1,0,1,5,10,2023,42
2023-10-22,Hospital_C,O_positive,27,28,616,27,0,0,0,1,0,1,6,10,2023,42
2023-10-23,Hospital_C,O_positive,16,28,628,16,0,0,0,0,0,1,0,10,2023,43
2023-10-24,Hospital_C,O_positive,16,18,630,16,0,0,0,0,0,1,1,10,2023,43
2023-10-25,Hospital_C,O_positive,22,20,628,22,0,0,0,0,0,1,2,10,2023,43
2023-10-26,Hospital_C,O_positive,36,48,640,36,0,0,0,0,0,1,3,10,2023,43
2023-10-27,Hospital_C,O_positive,26,24,638,26,0,0,0,0,0,1,4,10,2023,43
2023-10-28,Hospital_C,O_positive,12,8,634,12,0,0,0,1,0,1,5,10,2023,43
2023-10-29,Hospital_C,O_positive,11,15,638,11,0,0,0,1,0,1,6,10,2023,43
2023-10-30,Hospital_C,O_positive,28,37,647,28,0,0,0,0,0,1,0,10,2023,44
2023-10-31,Hospital_C,O_positive,20,13,640,20,0,0,0,0,0,1,1,10,2023,44
2023-11-01,Hospital_C,O_positive,4,6,642,4,0,0,0,0,0,0,2,11,2023,44
2023-11-02,Hospital_C,O_positive,21,17,638,21,0,0,0,0,0,0,3,11,2023,44
2023-11-03,Hospital_C,O_positive,9,9,638,9,0,15,0,0,0,0,4,11,2023,44
2023-11-04,Hospital_C,O_positive,8,4,634,8,0,36,0,1,0,0,5,11,2023,44
2023-11-05,Hospital_C,O_positive,7,5,632,7,0,29,0,1,0,0,6,11,2023,44
2023-11-06,Hospital_C,O_positive,18,19,633,18,0,25,0,0,0,0,0,11,2023,45
2023-11-07,Hospital_C,O_positive,23,26,636,23,0,2,0,0,0,0,1,11,2023,45
2023-11-08,Hospital_C,O_positive,8,9,637,8,0,23,0,0,0,0,2,11,2023,45
2023-11-09,Hospital_C,O_positive,15,20,642,15,0,8,0,0,0,0,3,11,2023,45
2023-11-10,Hospital_C,O_positive,10,9,641,10,0,0,0,0,0,0,4,11,2023,45
2023-11-11,Hospital_C,O_positive,15,19,645,15,0,54,0,1,0,0,5,11,2023,45
2023-11-12,Hospital_C,O_positive,6,3,642,6,0,97,0,1,1,0,6,11,2023,45
2023-11-13,Hospital_C,O_positive,15,18,645,15,0,146,0,0,0,0,0,11,2023,46
2023-11-14,Hospital_C,O_positive,14,15,646,14,0,150,0,0,0,0,1,11,2023,46
2023-11-15,Hospital_C,O_positive,10,11,628,10,19,121,0,0,0,0,2,11,2023,46
2023-11-16,Hospital_C,O_positive,8,7,588,8,39,74,0,0,0,0,3,11,2023,46
2023-11-17,Hospital_C,O_positive,12,12,532,12,56,47,0,0,0,0,4,11,2023,46
2023-11-18,Hospital_C,O_positive,15,15,526,15,6,74,0,1,0,0,5,11,2023,46
2023-11-19,Hospital_C,O_positive,5,5,526,5,0,69,0,1,0,0,6,11,2023,46
2023-11-20,Hospital_C,O_positive,18,24,532,18,0,107,0,0,0,0,0,11,2023,47
2023-11-21,Hospital_C,O_positive,18,22,533,18,3,110,0,0,0,0,1,11,2023,47
2023-11-22,Hospital_C,O_positive,21,15,497,21,30,84,0,0,0,0,2,11,2023,47
2023-11-23,Hospital_C,O_positive,15,9,491,15,0,91,0,0,0,0,3,11,2023,47
2023-11-24,Hospital_C,O_positive,12,7,466,12,20,95,0,0,0,0,4,11,2023,47
2023-11-25,Hospital_C,O_positive,8,6,452,8,12,81,0,1,0,0,5,11,2023,47
2023-11-26,Hospital_C,O_positive,13,14,436,13,17,70,0,1,0,0,6,11,2023,47
2023-11-27,Hospital_C,O_positive,18,17,426,18,9,48,0,0,0,0,0,11,2023,48
2023-11-28,Hospital_C,O_positive,14,9,403,14,18,16,0,0,0,0,1,11,2023,48
2023-11-29,Hospital_C,O_positive,15,17,405,15,0,1,0,0,0,0,2,11,2023,48
2023-11-30,Hospital_C,O_positive,12,9,402,12,0,0,0,0,0,0,3,11,2023,48
2023-12-01,Hospital_C,O_positive,13,19,408,13,0,0,0,0,0,0,4,12,2023,48
2023-12-02,Hospital_C,O_positive,10,12,410,10,0,0,0,1,0,0,5,12,2023,48
2023-12-03,Hospital_C,O_positive,5,7,412,5,0,0,0,1,0,0,6,12,2023,48
2023-12-04,Hospital_C,O_positive,31,35,416,31,0,0,0,0,0,0,0,12,2023,49
2023-12-05,Hospital_C,O_positive,14,16,418,14,0,0,0,0,0,0,1,12,2023,49
2023-12-06,Hospital_C,O_positive,21,18,415,21,0,0,0,0,0,0,2,12,2023,49
2023-12-07,Hospital_C,O_positive,11,13,417,11,0,12,0,0,0,0,3,12,2023,49
2023-12-08,Hospital_C,O_positive,13,17,421,13,0,17,0,0,0,0,4,12,2023,49
2023-12-09,Hospital_C,O_positive,5,2,418,5,0,12,0,1,0,0,5,12,2023,49
2023-12-10,Hospital_C,O_positive,11,15,422,11,0,60,0,1,0,0,6,12,2023,49
2023-12-11,Hospital_C,O_positive,12,16,426,12,0,57,0,0,0,0,0,12,2023,50
2023-12-12,Hospital_C,O_positive,13,14,427,13,0,44,0,0,0,0,1,12,2023,50
2023-12-13,Hospital_C,O_positive,16,18,429,16,0,35,0,0,0,0,2,12,2023,50
2023-12-14,Hospital_C,O_positive,25,36,421,25,19,21,0,0,0,0,3,12,2023,50
2023-12-15,Hospital_C,O_positive,12,16,425,12,0,9,0,0,0,0,4,12,2023,50
2023-12-16,Hospital_C,O_positive,17,21,429,17,0,0,0,1,0,0,5,12,2023,50
2023-12-17,Hospital_C,O_positive,12,11,428,12,0,0,0,1,0,0,6,12,2023,50
2023-12-18,Hospital_C,O_positive,12,9,425,12,0,26,0,0,0,0,0,12,2023,51
2023-12-19,Hospital_C,O_positive,12,11,424,12,0,23,0,0,0,0,1,12,2023,51
2023-12-20,Hospital_C,O_positive,10,12,426,10,0,16,0,0,0,0,2,12,2023,51
2023-12-21,Hospital_C,O_positive,17,13,422,17,0,0,0,0,0,0,3,12,2023,51
2023-12-22,Hospital_C,O_positive,14,17,425,14,0,0,0,0,0,0,4,12,2023,51
2023-12-23,Hospital_C,O_positive,7,5,423,7,0,18,0,1,0,0,5,12,2023,51
2023-12-24,Hospital_C,O_positive,11,14,426,11,0,32,0,1,0,0,6,12,2023,51
2023-12-25,Hospital_C,O_positive,6,8,428,6,0,50,0,0,1,0,0,12,2023,52
2023-12-26,Hospital_C,O_positive,12,13,429,12,0,38,0,0,0,0,1,12,2023,52
2023-12-27,Hospital_C,O_positive,13,16,432,13,0,42,0,0,0,0,2,12,2023,52
2023-12-28,Hospital_C,O_positive,10,11,432,10,1,31,0,0,0,0,3,12,2023,52
2023-12-29,Hospital_C,O_positive,10,10,418,10,14,25,0,0,0,0,4,12,2023,52
2023-12-30,Hospital_C,O_positive,4,4,418,4,0,38,0,1,0,0,5,12,2023,52
2023-12-31,Hospital_C,O_positive,9,13,419,9,3,78,0,1,0,0,6,12,2023,52
2021-01-01,Hospital_C,O_negative,10,8,83,10,0,0,0,0,0,0,4,1,2021,53
2021-01-02,Hospital_C,O_negative,4,6,85,4,0,0,0,1,0,0,5,1,2021,53
2021-01-03,Hospital_C,O_negative,4,2,83,4,0,0,0,1,0,0,6,1,2021,53
2021-01-04,Hospital_C,O_negative,8,7,82,8,0,0,0,0,0,0,0,1,2021,1
2021-01-05,Hospital_C,O_negative,6,8,84,6,0,0,0,0,0,0,1,1,2021,1
2021-01-06,Hospital_C,O_negative,6,7,85,6,0,0,0,0,0,0,2,1,2021,1
2021-01-07,Hospital_C,O_negative,7,15,93,7,0,0,0,0,0,0,3,1,2021,1
2021-01-08,Hospital_C,O_negative,7,10,96,7,0,0,0,0,0,0,4,1,2021,1
2021-01-09,Hospital_C,O_negative,8,10,98,8,0,0,0,1,0,0,5,1,2021,1
2021-01-10,Hospital_C,O_negative,6,5,97,6,0,0,0,1,0,0,6,1,2021,1
2021-01-11,Hospital_C,O_negative,5,2,94,5,0,0,0,0,0,0,0,1,2021,2
2021-01-12,Hospital_C,O_negative,3,3,94,3,0,0,0,0,0,0,1,1,2021,2
2021-01-13,Hospital_C,O_negative,4,5,95,4,0,0,0,0,0,0,2,1,2021,2
2021-01-14,Hospital_C,O_negative,9,10,96,9,0,0,0,0,0,0,3,1,2021,2
2021-01-15,Hospital_C,O_negative,0,1,97,0,0,0,0,0,0,0,4,1,2021,2
2021-01-16,Hospital_C,O_negative,5,9,101,5,0,0,0,1,0,0,5,1,2021,2
2021-01-17,Hospital_C,O_negative,20,13,94,20,0,0,0,1,0,0,6,1,2021,2
2021-01-18,Hospital_C,O_negative,18,18,94,18,0,0,0,0,0,0,0,1,2021,3
2021-01-19,Hospital_C,O_negative,8,4,90,8,0,0,0,0,0,0,1,1,2021,3
2021-01-20,Hospital_C,O_negative,4,3,89,4,0,0,0,0,0,0,2,1,2021,3
2021-01-21,Hospital_C,O_negative,10,15,94,10,0,0,0,0,0,0,3,1,2021,3
2021-01-22,Hospital_C,O_negative,7,13,100,7,0,0,0,0,0,0,4,1,2021,3
2021-01-23,Hospital_C,O_negative,4,4,100,4,0,0,0,1,0,0,5,1,2021,3
2021-01-24,Hospital_C,O_negative,2,1,99,2,0,0,0,1,0,0,6,1,2021,3
2021-01-25,Hospital_C,O_negative,11,8,96,11,0,0,0,0,0,0,0,1,2021,4
2021-01-26,Hospital_C,O_negative,3,1,94,3,0,0,0,0,1,0,1,1,2021,4
2021-01-27,Hospital_C,O_negative,10,10,94,10,0,0,0,0,0,0,2,1,2021,4
2021-01-28,Hospital_C,O_negative,9,8,93,9,0,0,0,0,0,0,3,1,2021,4
2021-01-29,Hospital_C,O_negative,5,4,92,5,0,0,0,0,0,0,4,1,2021,4
2021-01-30,Hospital_C,O_negative,5,8,95,5,0,0,0,1,0,0,5,1,2021,4
2021-01-31,Hospital_C,O_negative,7,8,96,7,0,0,0,1,0,0,6,1,2021,4
2021-02-01,Hospital_C,O_negative,6,6,96,6,0,0,0,0,0,0,0,2,2021,5
2021-02-02,Hospital_C,O_negative,7,10,99,7,0,0,0,0,0,0,1,2,2021,5
2021-02-03,Hospital_C,O_negative,10,14,103,10,0,0,0,0,0,0,2,2,2021,5
2021-02-04,Hospital_C,O_negative,7,12,108,7,0,0,0,0,0,0,3,2,2021,5
2021-02-05,Hospital_C,O_negative,4,3,107,4,0,0,0,0,0,0,4,2,2021,5
2021-02-06,Hospital_C,O_negative,8,13,112,8,0,0,0,1,0,0,5,2,2021,5
2021-02-07,Hospital_C,O_negative,8,8,112,8,0,0,0,1,0,0,6,2,2021,5
2021-02-08,Hospital_C,O_negative,11,17,118,11,0,0,0,0,0,0,0,2,2021,6
2021-02-09,Hospital_C,O_negative,7,8,119,7,0,0,0,0,0,0,1,2,2021,6
2021-02-10,Hospital_C,O_negative,4,3,118,4,0,0,0,0,0,0,2,2,2021,6
2021-02-11,Hospital_C,O_negative,13,19,124,13,0,0,0,0,0,0,3,2,2021,6
2021-02-12,Hospital_C,O_negative,13,10,121,13,0,0,0,0,0,0,4,2,2021,6
2021-02-13,Hospital_C,O_negative,4,7,124,4,0,0,0,1,0,0,5,2,2021,6
2021-02-14,Hospital_C,O_negative,3,2,123,3,0,0,0,1,0,0,6,2,2021,6
2021-02-15,Hospital_C,O_negative,6,3,120,6,0,0,0,0,0,0,0,2,2021,7
2021-02-16,Hospital_C,O_negative,8,12,124,8,0,0,0,0,0,0,1,2,2021,7
2021-02-17,Hospital_C,O_negative,7,8,125,7,0,0,0,0,0,0,2,2,2021,7
2021-02-18,Hospital_C,O_negative,4,6,127,4,0,0,0,0,0,0,3,2,2021,7
2021-02-19,Hospital_C,O_negative,3,3,127,3,0,0,0,0,0,0,4,2,2021,7
2021-02-20,Hospital_C,O_negative,7,9,129,7,0,0,0,1,0,0,5,2,2021,7
2021-02-21,Hospital_C,O_negative,6,3,126,6,0,0,0,1,0,0,6,2,2021,7
2021-02-22,Hospital_C,O_negative,7,3,122,7,0,0,0,0,0,0,0,2,2021,8
2021-02-23,Hospital_C,O_negative,4,5,123,4,0,0,0,0,0,0,1,2,2021,8
2021-02-24,Hospital_C,O_negative,4,9,128,4,0,0,0,0,0,0,2,2,2021,8
2021-02-25,Hospital_C,O_negative,8,10,130,8,0,0,0,0,0,0,3,2,2021,8
2021-02-26,Hospital_C,O_negative,6,5,129,6,0,0,0,0,0,0,4,2,2021,8
2021-02-27,Hospital_C,O_negative,5,5,129,5,0,0,0,1,0,0,5,2,2021,8
2021-02-28,Hospital_C,O_negative,6,6,129,6,0,0,0,1,0,0,6,2,2021,8
2021-03-01,Hospital_C,O_negative,2,2,129,2,0,0,0,0,0,0,0,3,2021,9
2021-03-02,Hospital_C,O_negative,4,5,130,4,0,0,0,0,0,0,1,3,2021,9
2021-03-03,Hospital_C,O_negative,9,11,132,9,0,0,0,0,0,0,2,3,2021,9
2021-03-04,Hospital_C,O_negative,4,5,133,4,0,0,0,0,0,0,3,3,2021,9
2021-03-05,Hospital_C,O_negative,2,6,137,2,0,0,0,0,0,0,4,3,2021,9
2021-03-06,Hospital_C,O_negative,6,7,138,6,0,0,0,1,0,0,5,3,2021,9
2021-03-07,Hospital_C,O_negative,2,2,138,2,0,0,0,1,0,0,6,3,2021,9
2021-03-08,Hospital_C,O_negative,5,7,140,5,0,0,0,0,0,0,0,3,2021,10
2021-03-09,Hospital_C,O_negative,11,10,139,11,0,0,0,0,0,0,1,3,2021,10
2021-03-10,Hospital_C,O_negative,3,3,139,3,0,0,0,0,0,0,2,3,2021,10
2021-03-11,Hospital_C,O_negative,5,5,139,5,0,0,0,0,0,0,3,3,2021,10
2021-03-12,Hospital_C,O_negative,7,11,143,7,0,0,0,0,0,0,4,3,2021,10
2021-03-13,Hospital_C,O_negative,18,23,148,18,0,0,0,1,0,0,5,3,2021,10
2021-03-14,Hospital_C,O_negative,4,3,147,4,0,0,0,1,0,0,6,3,2021,10
2021-03-15,Hospital_C,O_negative,4,4,147,4,0,0,0,0,0,0,0,3,2021,11
2021-03-16,Hospital_C,O_negative,6,6,147,6,0,0,0,0,0,0,1,3,2021,11
2021-03-17,Hospital_C,O_negative,7,4,144,7,0,0,0,0,0,0,2,3,2021,11
2021-03-18,Hospital_C,O_negative,10,19,153,10,0,0,0,0,0,0,3,3,2021,11
2021-03-19,Hospital_C,O_negative,8,6,151,8,0,0,0,0,0,0,4,3,2021,11
2021-03-20,Hospital_C,O_negative,4,6,153,4,0,0,0,1,0,0,5,3,2021,11
2021-03-21,Hospital_C,O_negative,8,11,156,8,0,0,0,1,0,0,6,3,2021,11
2021-03-22,Hospital_C,O_negative,1,2,157,1,0,0,0,0,0,0,0,3,2021,12
2021-03-23,Hospital_C,O_negative,5,10,162,5,0,0,0,0,0,0,1,3,2021,12
2021-03-24,Hospital_C,O_negative,8,9,163,8,0,0,0,0,0,0,2,3,2021,12
2021-03-25,Hospital_C,O_negative,3,6,166,3,0,0,0,0,0,0,3,3,2021,12
2021-03-26,Hospital_C,O_negative,18,23,171,18,0,0,0,0,0,0,4,3,2021,12
2021-03-27,Hospital_C,O_negative,5,6,172,5,0,0,0,1,0,0,5,3,2021,12
2021-03-28,Hospital_C,O_negative,5,5,172,5,0,0,0,1,0,0,6,3,2021,12
2021-03-29,Hospital_C,O_negative,4,7,175,4,0,0,0,0,1,0,0,3,2021,13
2021-03-30,Hospital_C,O_negative,9,7,173,9,0,0,0,0,0,0,1,3,2021,13
2021-03-31,Hospital_C,O_negative,7,3,169,7,0,0,0,0,0,0,2,3,2021,13
2021-04-01,Hospital_C,O_negative,2,1,168,2,0,0,0,0,0,0,3,4,2021,13
2021-04-02,Hospital_C,O_negative,6,6,168,6,0,0,0,0,0,0,4,4,2021,13
2021-04-03,Hospital_C,O_negative,4,4,168,4,0,0,0,1,0,0,5,4,2021,13
2021-04-04,Hospital_C,O_negative,5,6,169,5,0,0,0,1,0,0,6,4,2021,13
2021-04-05,Hospital_C,O_negative,5,10,174,5,0,0,0,0,0,0,0,4,2021,14
2021-04-06,Hospital_C,O_negative,7,7,174,7,0,0,0,0,0,0,1,4,2021,14
2021-04-07,Hospital_C,O_negative,3,6,177,3,0,0,0,0,0,0,2,4,2021,14
2021-04-08,Hospital_C,O_negative,3,1,175,3,0,0,0,0,0,0,3,4,2021,14
2021-04-09,Hospital_C,O_negative,4,4,175,4,0,0,0,0,0,0,4,4,2021,14
2021-04-10,Hospital_C,O_negative,6,10,179,6,0,0,0,1,0,0,5,4,2021,14
2021-04-11,Hospital_C,O_negative,3,4,180,3,0,0,0,1,0,0,6,4,2021,14
2021-04-12,Hospital_C,O_negative,10,10,180,10,0,0,0,0,0,0,0,4,2021,15
2021-04-13,Hospital_C,O_negative,6,10,184,6,0,9,0,0,0,0,1,4,2021,15
2021-04-14,Hospital_C,O_negative,2,0,182,2,0,12,0,0,0,0,2,4,2021,15
2021-04-15,Hospital_C,O_negative,5,6,183,5,0,7,0,0,0,0,3,4,2021,15
2021-04-16,Hospital_C,O_negative,2,3,184,2,0,5,0,0,0,0,4,4,2021,15
2021-04-17,Hospital_C,O_negative,6,10,188,6,0,0,0,1,0,0,5,4,2021,15
2021-04-18,Hospital_C,O_negative,2,1,187,2,0,27,0,1,0,0,6,4,2021,15
2021-04-19,Hospital_C,O_negative,9,12,190,9,0,30,0,0,0,0,0,4,2021,16
2021-04-20,Hospital_C,O_negative,3,2,189,3,0,34,0,0,0,0,1,4,2021,16
2021-04-21,Hospital_C,O_negative,4,3,188,4,0,36,0,0,0,0,2,4,2021,16
2021-04-22,Hospital_C,O_negative,8,8,177,8,11,17,0,0,0,0,3,4,2021,16
2021-04-23,Hospital_C,O_negative,9,9,173,9,4,32,0,0,0,0,4,4,2021,16
2021-04-24,Hospital_C,O_negative,4,2,171,4,0,38,0,1,0,0,5,4,2021,16
2021-04-25,Hospital_C,O_negative,2,4,173,2,0,43,0,1,0,0,6,4,2021,16
2021-04-26,Hospital_C,O_negative,4,2,171,4,0,43,0,0,0,0,0,4,2021,17
2021-04-27,Hospital_C,O_negative,3,5,151,3,22,18,0,0,0,0,1,4,2021,17
2021-04-28,Hospital_C,O_negative,8,12,148,8,7,3,0,0,0,0,2,4,2021,17
2021-04-29,Hospital_C,O_negative,12,11,147,12,0,2,0,0,0,0,3,4,2021,17
2021-04-30,Hospital_C,O_negative,7,9,149,7,0,0,0,0,0,0,4,4,2021,17
2021-05-01,Hospital_C,O_negative,6,7,150,6,0,0,0,1,0,0,5,5,2021,17
2021-05-02,Hospital_C,O_negative,2,3,151,2,0,0,0,1,0,0,6,5,2021,17
2021-05-03,Hospital_C,O_negative,8,11,154,8,0,0,0,0,0,0,0,5,2021,18
2021-05-04,Hospital_C,O_negative,8,10,156,8,0,0,0,0,0,0,1,5,2021,18
2021-05-05,Hospital_C,O_negative,5,9,160,5,0,0,0,0,0,0,2,5,2021,18
2021-05-06,Hospital_C,O_negative,13,4,151,13,0,0,0,0,0,0,3,5,2021,18
2021-05-07,Hospital_C,O_negative,5,7,153,5,0,0,0,0,0,0,4,5,2021,18
2021-05-08,Hospital_C,O_negative,5,6,154,5,0,0,0,1,0,0,5,5,2021,18
2021-05-09,Hospital_C,O_negative,2,2,154,2,0,0,0,1,0,0,6,5,2021,18
2021-05-10,Hospital_C,O_negative,10,13,157,10,0,0,0,0,0,0,0,5,2021,19
2021-05-11,Hospital_C,O_negative,6,6,157,6,0,0,0,0,0,0,1,5,2021,19
2021-05-12,Hospital_C,O_negative,6,10,161,6,0,0,0,0,0,0,2,5,2021,19
2021-05-13,Hospital_C,O_negative,6,4,159,6,0,0,0,0,0,0,3,5,2021,19
2021-05-14,Hospital_C,O_negative,9,8,158,9,0,0,0,0,0,0,4,5,2021,19
2021-05-15,Hospital_C,O_negative,22,22,158,22,0,0,0,1,0,0,5,5,2021,19
2021-05-16,Hospital_C,O_negative,21,27,164,21,0,0,0,1,0,0,6,5,2021,19
2021-05-17,Hospital_C,O_negative,7,6,163,7,0,0,0,0,0,0,0,5,2021,20
2021-05-18,Hospital_C,O_negative,7,7,163,7,0,0,0,0,0,0,1,5,2021,20
2021-05-19,Hospital_C,O_negative,5,6,164,5,0,0,0,0,0,0,2,5,2021,20
2021-05-20,Hospital_C,O_negative,5,7,166,5,0,0,0,0,0,0,3,5,2021,20
2021-05-21,Hospital_C,O_negative,5,9,170,5,0,0,0,0,0,0,4,5,2021,20
2021-05-22,Hospital_C,O_negative,3,9,176,3,0,0,0,1,0,0,5,5,2021,20
2021-05-23,Hospital_C,O_negative,7,10,179,7,0,0,0,1,0,0,6,5,2021,20
2021-05-24,Hospital_C,O_negative,12,12,179,12,0,0,0,0,0,0,0,5,2021,21
2021-05-25,Hospital_C,O_negative,7,15,187,7,0,0,0,0,0,0,1,5,2021,21
2021-05-26,Hospital_C,O_negative,2,1,186,2,0,0,0,0,0,0,2,5,2021,21
2021-05-27,Hospital_C,O_negative,3,2,185,3,0,0,0,0,0,0,3,5,2021,21
2021-05-28,Hospital_C,O_negative,4,7,188,4,0,0,0,0,0,0,4,5,2021,21
2021-05-29,Hospital_C,O_negative,3,3,188,3,0,0,0,1,0,0,5,5,2021,21
2021-05-30,Hospital_C,O_negative,4,4,188,4,0,0,0,1,0,0,6,5,2021,21
2021-05-31,Hospital_C,O_negative,1,1,188,1,0,0,0,0,0,0,0,5,2021,22
2021-06-01,Hospital_C,O_negative,6,4,186,6,0,0,0,0,0,0,1,6,2021,22
2021-06-02,Hospital_C,O_negative,4,3,185,4,0,0,0,0,0,0,2,6,2021,22
2021-06-03,Hospital_C,O_negative,6,7,186,6,0,0,0,0,0,0,3,6,2021,22
2021-06-04,Hospital_C,O_negative,2,5,189,2,0,0,0,0,0,0,4,6,2021,22
2021-06-05,Hospital_C,O_negative,4,5,190,4,0,0,0,1,0,0,5,6,2021,22
2021-06-06,Hospital_C,O_negative,21,24,193,21,0,0,0,1,0,0,6,6,2021,22
2021-06-07,Hospital_C,O_negative,7,7,193,7,0,0,0,0,0,0,0,6,2021,23
2021-06-08,Hospital_C,O_negative,7,7,193,7,0,0,0,0,0,0,1,6,2021,23
2021-06-09,Hospital_C,O_negative,6,9,196,6,0,0,0,0,0,0,2,6,2021,23
2021-06-10,Hospital_C,O_negative,2,6,200,2,0,0,0,0,0,0,3,6,2021,23
2021-06-11,Hospital_C,O_negative,1,2,201,1,0,0,0,0,0,0,4,6,2021,23
2021-06-12,Hospital_C,O_negative,4,3,200,4,0,1,0,1,0,0,5,6,2021,23
2021-06-13,Hospital_C,O_negative,5,3,198,5,0,6,0,1,0,0,6,6,2021,23
2021-06-14,Hospital_C,O_negative,20,26,204,20,0,0,0,0,0,0,0,6,2021,24
2021-06-15,Hospital_C,O_negative,4,1,201,4,0,0,0,0,0,0,1,6,2021,24
2021-06-16,Hospital_C,O_negative,6,5,200,6,0,0,0,0,0,0,2,6,2021,24
2021-06-17,Hospital_C,O_negative,6,8,202,6,0,0,0,0,0,0,3,6,2021,24
2021-06-18,Hospital_C,O_negative,5,7,204,5,0,16,0,0,0,0,4,6,2021,24
2021-06-19,Hospital_C,O_negative,1,2,205,1,0,25,0,1,0,0,5,6,2021,24
2021-06-20,Hospital_C,O_negative,17,19,207,17,0,37,0,1,0,0,6,6,2021,24
2021-06-21,Hospital_C,O_negative,2,2,207,2,0,35,0,0,0,0,0,6,2021,25
2021-06-22,Hospital_C,O_negative,7,5,205,7,0,32,0,0,0,0,1,6,2021,25
2021-06-23,Hospital_C,O_negative,9,7,203,9,0,23,0,0,0,0,2,6,2021,25
2021-06-24,Hospital_C,O_negative,8,6,182,8,19,0,0,0,0,0,3,6,2021,25
2021-06-25,Hospital_C,O_negative,6,10,186,6,0,0,0,0,0,0,4,6,2021,25
2021-06-26,Hospital_C,O_negative,5,2,183,5,0,9,0,1,0,0,5,6,2021,25
2021-06-27,Hospital_C,O_negative,5,6,184,5,0,5,0,1,0,0,6,6,2021,25
2021-06-28,Hospital_C,O_negative,5,5,184,5,0,9,0,0,0,0,0,6,2021,26
2021-06-29,Hospital_C,O_negative,9,12,187,9,0,0,0,0,0,0,1,6,2021,26
2021-06-30,Hospital_C,O_negative,5,4,186,5,0,1,0,0,0,0,2,6,2021,26
2021-07-01,Hospital_C,O_negative,5,7,188,5,0,1,0,0,0,1,3,7,2021,26
2021-07-02,Hospital_C,O_negative,7,15,196,7,0,18,0,0,0,1,4,7,2021,26
2021-07-03,Hospital_C,O_negative,3,3,196,3,0,16,0,1,0,1,5,7,2021,26
2021-07-04,Hospital_C,O_negative,2,4,198,2,0,42,0,1,0,1,6,7,2021,26
2021-07-05,Hospital_C,O_negative,12,12,198,12,0,30,0,0,0,1,0,7,2021,27
2021-07-06,Hospital_C,O_negative,5,14,206,5,1,24,0,0,0,1,1,7,2021,27
2021-07-07,Hospital_C,O_negative,3,6,209,3,0,21,0,0,0,1,2,7,2021,27
2021-07-08,Hospital_C,O_negative,13,12,187,13,21,0,0,0,0,1,3,7,2021,27
2021-07-09,Hospital_C,O_negative,3,3,187,3,0,0,0,0,0,1,4,7,2021,27
2021-07-10,Hospital_C,O_negative,24,22,185,24,0,0,0,1,0,1,5,7,2021,27
2021-07-11,Hospital_C,O_negative,3,1,183,3,0,0,0,1,0,1,6,7,2021,27
2021-07-12,Hospital_C,O_negative,7,8,184,7,0,0,0,0,0,1,0,7,2021,28
2021-07-13,Hospital_C,O_negative,4,2,182,4,0,0,0,0,0,1,1,7,2021,28
2021-07-14,Hospital_C,O_negative,9,10,183,9,0,0,0,0,0,1,2,7,2021,28
2021-07-15,Hospital_C,O_negative,8,11,186,8,0,0,0,0,0,1,3,7,2021,28
2021-07-16,Hospital_C,O_negative,8,11,189,8,0,0,0,0,0,1,4,7,2021,28
2021-07-17,Hospital_C,O_negative,3,6,192,3,0,0,0,1,0,1,5,7,2021,28
2021-07-18,Hospital_C,O_negative,2,2,192,2,0,0,0,1,0,1,6,7,2021,28
2021-07-19,Hospital_C,O_negative,11,16,197,11,0,0,0,0,0,1,0,7,2021,29
2021-07-20,Hospital_C,O_negative,9,13,201,9,0,0,0,0,0,1,1,7,2021,29
2021-07-21,Hospital_C,O_negative,9,8,200,9,0,0,0,0,0,1,2,7,2021,29
2021-07-22,Hospital_C,O_negative,5,0,195,5,0,0,0,0,0,1,3,7,2021,29
2021-07-23,Hospital_C,O_negative,10,18,203,10,0,0,0,0,0,1,4,7,2021,29
2021-07-24,Hospital_C,O_negative,5,5,203,5,0,0,0,1,0,1,5,7,2021,29
2021-07-25,Hospital_C,O_negative,2,5,206,2,0,0,0,1,0,1,6,7,2021,29
2021-07-26,Hospital_C,O_negative,7,6,205,7,0,0,0,0,0,1,0,7,2021,30
2021-07-27,Hospital_C,O_negative,9,12,208,9,0,0,0,0,0,1,1,7,2021,30
2021-07-28,Hospital_C,O_negative,5,6,209,5,0,0,0,0,0,1,2,7,2021,30
2021-07-29,Hospital_C,O_negative,3,2,208,3,0,0,0,0,0,1,3,7,2021,30
2021-07-30,Hospital_C,O_negative,6,8,210,6,0,0,0,0,0,1,4,7,2021,30
